Brand,Model,RAM,Storage,Battery,Camera,ScreenSize,FiveG,PhoneAge,Condition,Price
OnePlus,OnePlus-187,2,32,4949,32,7.1,No,3.2,Used,11608.72
Oppo,Oppo-937,4,64,4281,12,5.3,Yes,3.2,New,8139.06
OnePlus,OnePlus-917,4,32,3709,8,7.0,No,0.8,New,25580.46
Nothing,Nothing-768,3,64,5578,64,6.1,No,1.4,New,22873.16
Apple,Apple-701,3,512,5931,16,5.5,Yes,3.6,Used,51467.24
Google,Google-488,4,256,3840,48,6.5,Yes,4.3,Used,23170.08
Motorola,Motorola-213,4,512,4384,8,6.9,Yes,4.0,Used,8813.49
Motorola,Motorola-587,6,256,5711,64,7.0,No,0.4,New,28577.78
Nothing,Nothing-213,12,512,3121,48,6.7,Yes,1.6,Used,27620.33
OnePlus,OnePlus-979,6,256,3100,64,5.4,No,3.6,New,16582.09
Nothing,Nothing-413,4,128,5651,50,5.8,Yes,3.9,New,14140.28
Vivo,Vivo-881,8,256,4547,32,6.5,Yes,0.5,New,29834.85
Motorola,Motorola-621,3,128,6176,48,6.3,No,4.0,New,8575.3
Vivo,Vivo-900,4,64,6480,64,5.2,Yes,1.1,New,18205.87
Oppo,Oppo-695,3,256,5618,108,6.7,No,3.6,New,11027.69
Samsung,Samsung-174,6,64,4439,108,5.6,No,4.1,New,18123.51
Nothing,Nothing-232,2,128,3386,50,6.9,Yes,2.1,New,23038.03
Oppo,Oppo-165,16,256,5080,50,5.9,Yes,4.5,Used,9410.1
Motorola,Motorola-639,12,512,3357,12,7.1,No,4.8,New,12816.85
Nothing,Nothing-763,4,32,3832,32,5.1,No,1.8,Used,13080.86
OnePlus,OnePlus-676,2,512,5605,8,6.8,Yes,0.2,Used,28979.06
Apple,Apple-994,16,64,4579,200,5.5,Yes,2.1,New,98678.8
Xiaomi,Xiaomi-741,16,128,3115,16,6.1,Yes,1.1,Used,19447.96
Motorola,Motorola-564,8,128,3968,200,6.4,Yes,0.9,Used,18065.61
OnePlus,OnePlus-706,6,512,4879,12,5.1,Yes,0.3,New,39393.7
OnePlus,OnePlus-404,12,128,5577,50,5.0,Yes,3.7,New,21050.48
Nothing,Nothing-654,8,32,3360,108,6.2,Yes,1.2,Used,20907.41
Realme,Realme-664,12,256,6224,16,5.1,Yes,2.7,Used,10632.3
Apple,Apple-765,8,128,6113,64,5.7,No,4.7,Used,42580.12
Xiaomi,Xiaomi-344,12,128,3980,8,6.9,Yes,4.2,New,11168.18
Motorola,Motorola-827,2,256,3061,200,5.8,Yes,4.5,New,8677.3
Vivo,Vivo-157,2,256,3787,48,5.4,Yes,3.8,Used,6168.58
Nothing,Nothing-849,8,32,4583,48,6.1,Yes,3.1,Used,12466.16
OnePlus,OnePlus-970,8,128,5548,32,6.0,No,1.0,New,33077.41
Motorola,Motorola-500,3,128,3708,50,5.3,Yes,4.6,New,7165.61
Vivo,Vivo-530,8,32,5039,8,7.2,No,1.5,Used,14008.21
Vivo,Vivo-812,12,128,4340,32,6.9,Yes,0.7,New,29357.15
Oppo,Oppo-821,3,64,5637,64,6.0,Yes,0.6,New,20920.34
Motorola,Motorola-509,16,64,4277,32,6.8,No,0.4,Used,25998.92
Oppo,Oppo-424,8,512,4424,200,5.3,No,0.5,New,31079.16
Realme,Realme-181,6,512,4112,32,5.0,No,3.3,New,10711.83
OnePlus,OnePlus-908,4,512,6176,12,6.5,No,2.1,Used,19737.72
Motorola,Motorola-883,16,64,3623,32,6.6,Yes,1.2,New,28892.1
Apple,Apple-764,12,256,3794,16,6.9,No,4.3,Used,53288.55
Realme,Realme-623,3,128,4360,200,6.8,No,4.1,New,6884.85
Xiaomi,Xiaomi-511,6,512,3768,200,6.1,No,2.0,New,18982.15
Xiaomi,Xiaomi-949,8,32,3818,50,6.7,Yes,1.2,Used,14755.07
OnePlus,OnePlus-685,6,128,3177,64,6.5,No,2.2,New,23264.99
Oppo,Oppo-199,6,512,5157,200,6.5,Yes,1.2,Used,20906.51
Nothing,Nothing-391,12,64,5771,8,6.3,Yes,2.6,Used,17688.45
Realme,Realme-155,4,256,6134,12,6.6,Yes,2.6,Used,9506.13
Motorola,Motorola-743,12,512,6447,12,5.2,No,3.2,New,17235.33
Google,Google-646,3,128,3458,48,6.6,Yes,1.6,New,57480.66
Nothing,Nothing-285,16,512,5514,50,5.7,Yes,3.8,New,22527.55
Google,Google-607,8,512,5788,32,6.7,No,3.2,Used,33999.61
Motorola,Motorola-484,3,128,4942,200,6.6,Yes,1.7,New,19339.5
Vivo,Vivo-699,3,64,4103,32,5.3,Yes,1.7,New,13457.48
Nothing,Nothing-831,3,32,6070,64,7.2,No,3.4,Used,11267.24
Realme,Realme-344,16,256,3803,8,6.3,Yes,2.0,New,23943.44
Google,Google-451,8,512,5450,48,6.0,Yes,2.3,Used,40612.0
Oppo,Oppo-643,4,512,4241,16,6.6,Yes,4.0,New,11433.59
Samsung,Samsung-183,4,512,4840,64,6.4,Yes,2.2,Used,26475.52
Xiaomi,Xiaomi-345,3,256,4378,48,5.1,Yes,3.9,New,7732.38
Nothing,Nothing-131,12,128,6184,64,6.6,Yes,2.6,New,25110.72
Oppo,Oppo-171,2,512,4505,200,7.0,No,2.8,Used,10742.75
Apple,Apple-152,3,128,4898,16,6.4,No,0.1,New,117342.85
Vivo,Vivo-550,12,32,4627,200,6.5,Yes,2.0,New,19942.67
Vivo,Vivo-617,12,64,5895,108,6.7,Yes,4.2,New,11406.47
Motorola,Motorola-419,12,512,4336,48,5.5,Yes,3.0,New,20689.42
Xiaomi,Xiaomi-124,2,512,4397,64,6.9,Yes,3.1,New,13430.98
Xiaomi,Xiaomi-538,12,32,5232,48,6.5,Yes,1.3,Used,18063.99
Realme,Realme-517,6,64,5431,50,7.1,Yes,2.1,New,14374.51
Oppo,Oppo-709,2,512,3848,8,5.0,Yes,3.2,New,10376.71
Nothing,Nothing-130,2,256,3491,16,6.0,No,1.5,New,24097.46
Xiaomi,Xiaomi-986,16,128,5333,16,5.4,No,1.0,New,24568.33
Xiaomi,Xiaomi-464,3,128,4108,48,6.9,Yes,0.8,Used,14176.81
Google,Google-748,12,128,5140,50,7.2,No,5.0,New,31604.63
Xiaomi,Xiaomi-655,3,128,5433,108,5.7,Yes,4.3,Used,4854.53
Samsung,Samsung-984,4,64,4506,32,5.9,No,2.0,New,23307.27
Nothing,Nothing-202,6,32,3774,50,5.3,No,5.0,New,8700.2
Samsung,Samsung-797,3,512,3575,32,6.8,Yes,4.2,New,22416.49
Oppo,Oppo-710,2,128,4837,8,5.2,Yes,0.6,New,15693.84
Xiaomi,Xiaomi-166,8,64,5617,64,6.5,No,0.1,New,24896.69
Nothing,Nothing-996,12,128,3214,200,6.0,No,4.9,New,13930.49
Google,Google-286,12,64,4440,50,5.2,Yes,4.1,Used,27607.49
Nothing,Nothing-985,6,256,4491,64,6.8,No,2.3,New,25146.23
Motorola,Motorola-201,16,256,4982,12,6.8,No,0.1,New,38543.15
Samsung,Samsung-720,2,32,3148,12,6.5,Yes,4.0,New,15309.08
Vivo,Vivo-369,16,256,4977,16,7.2,Yes,2.1,New,28624.62
Vivo,Vivo-979,6,512,6056,64,6.9,No,4.8,New,9536.9
Realme,Realme-731,8,256,5959,48,6.8,No,0.3,New,28247.25
Motorola,Motorola-279,3,256,5931,108,6.2,No,3.6,Used,8093.59
Samsung,Samsung-616,16,128,4133,108,7.1,No,2.6,Used,26736.38
Apple,Apple-877,12,256,3315,50,5.9,Yes,1.1,New,112125.91
Motorola,Motorola-202,12,512,4525,108,6.1,Yes,4.6,New,14518.19
Apple,Apple-269,2,256,4730,32,6.9,No,4.7,New,59769.73
Realme,Realme-624,6,512,3531,48,6.2,Yes,0.9,New,28029.72
Samsung,Samsung-614,6,128,5071,108,5.7,Yes,0.2,Used,31527.89
Samsung,Samsung-988,16,64,6219,16,6.1,Yes,4.8,New,22428.38
Google,Google-423,4,64,4040,50,6.8,Yes,0.2,Used,52176.3
Samsung,Samsung-583,12,64,5442,48,5.2,Yes,4.0,New,23997.08
Realme,Realme-744,12,32,3911,8,5.9,No,1.5,New,15321.65
Google,Google-342,16,512,4604,32,5.4,No,2.5,New,57521.16
Google,Google-901,16,256,4465,16,5.4,No,3.0,New,49214.15
Motorola,Motorola-816,16,64,5958,48,5.9,Yes,3.8,Used,10388.04
Google,Google-584,12,256,3117,48,6.3,No,2.6,Used,37483.92
Vivo,Vivo-163,16,512,3994,32,5.8,No,4.6,Used,8757.42
Oppo,Oppo-586,16,512,3312,16,6.4,No,1.9,New,27227.62
Xiaomi,Xiaomi-163,16,128,5796,64,5.5,Yes,2.8,New,18765.77
Motorola,Motorola-631,16,64,4028,48,6.4,Yes,4.8,Used,8933.99
Oppo,Oppo-128,8,64,3285,48,7.1,Yes,4.4,New,10333.5
Vivo,Vivo-904,3,512,5078,64,6.6,Yes,2.6,New,16680.26
Nothing,Nothing-780,6,128,6013,50,6.6,No,1.2,Used,19004.27
Oppo,Oppo-408,3,32,4041,32,6.0,No,0.2,New,17371.81
Apple,Apple-220,8,256,5345,200,6.4,Yes,4.4,New,66523.7
Vivo,Vivo-419,8,256,5768,200,5.7,Yes,0.1,Used,26272.34
Motorola,Motorola-890,6,64,6227,32,6.8,No,4.6,Used,6295.6
Motorola,Motorola-526,12,128,3710,200,6.6,Yes,0.4,Used,26611.52
Google,Google-531,4,128,5146,200,6.6,Yes,1.6,New,61272.67
Xiaomi,Xiaomi-210,8,64,5995,48,6.7,No,1.5,New,19143.19
Apple,Apple-640,16,64,4496,8,6.7,Yes,3.6,New,88099.26
OnePlus,OnePlus-255,6,32,3496,108,5.3,No,1.9,New,22593.02
Vivo,Vivo-182,16,128,3331,12,5.5,Yes,0.9,New,30030.77
Vivo,Vivo-102,3,128,5590,8,6.6,Yes,0.4,New,23178.97
Apple,Apple-278,3,256,6152,200,5.7,No,3.4,New,71019.36
Xiaomi,Xiaomi-139,16,512,4556,48,5.2,Yes,1.2,Used,24612.07
Motorola,Motorola-742,12,64,4353,108,5.1,Yes,2.1,New,18335.63
Realme,Realme-626,2,64,5548,48,6.5,No,1.8,New,10263.51
Motorola,Motorola-549,16,512,4598,64,5.7,Yes,1.4,New,34831.27
Nothing,Nothing-365,2,64,5412,12,6.6,Yes,0.9,Used,19307.8
Vivo,Vivo-502,16,32,3977,108,5.8,Yes,0.7,Used,21430.25
Google,Google-765,8,128,4865,32,6.8,Yes,3.8,New,40690.86
Xiaomi,Xiaomi-643,4,128,6321,16,5.7,Yes,1.1,Used,13166.15
Vivo,Vivo-282,12,64,4080,12,6.2,No,2.2,New,16833.34
Nothing,Nothing-140,8,64,6349,32,6.6,Yes,1.0,New,31581.8
OnePlus,OnePlus-791,12,64,4122,48,5.1,No,2.5,Used,16549.69
Motorola,Motorola-273,8,512,4025,8,6.1,No,4.8,New,10156.3
Oppo,Oppo-436,2,512,4008,200,5.3,No,3.0,Used,9499.45
Vivo,Vivo-601,6,128,3494,16,7.0,No,3.7,New,9745.93
Motorola,Motorola-477,3,64,5023,12,5.2,No,4.1,Used,4038.26
Nothing,Nothing-505,3,128,4817,64,5.6,Yes,1.9,New,23065.05
Nothing,Nothing-805,2,512,5964,12,6.8,Yes,4.4,New,15561.15
Realme,Realme-838,3,512,5116,50,5.4,Yes,1.4,New,20393.51
Google,Google-536,16,32,5213,50,6.6,No,3.8,New,43290.58
Nothing,Nothing-469,12,128,5141,50,7.1,Yes,1.9,New,30823.4
OnePlus,OnePlus-962,16,32,5250,12,5.0,Yes,3.5,Used,15915.36
Google,Google-667,8,32,6496,200,5.9,Yes,2.4,New,52778.8
Apple,Apple-293,12,512,5595,50,6.3,Yes,4.4,New,73208.65
Google,Google-565,16,256,3520,64,6.9,Yes,5.0,New,36086.46
Realme,Realme-720,6,128,3516,64,7.0,Yes,1.0,New,20433.54
Google,Google-646,4,64,6002,8,6.7,Yes,4.1,Used,25994.82
Apple,Apple-475,12,64,3405,16,7.0,Yes,1.0,New,109093.49
Motorola,Motorola-793,3,256,4441,48,6.8,No,2.8,Used,9737.41
OnePlus,OnePlus-782,8,128,4872,12,6.7,No,3.9,New,18531.53
Xiaomi,Xiaomi-948,6,128,3546,12,6.2,Yes,3.0,Used,8438.07
Vivo,Vivo-804,12,32,3584,32,6.3,No,2.0,New,18392.09
Vivo,Vivo-699,8,512,5087,200,5.1,Yes,2.6,New,18077.74
Vivo,Vivo-132,12,32,5392,50,7.0,Yes,3.6,Used,10526.92
Samsung,Samsung-365,2,256,3447,32,5.5,No,3.6,Used,12795.57
Vivo,Vivo-109,8,128,3015,8,6.4,Yes,4.0,New,9441.16
OnePlus,OnePlus-377,2,32,5254,64,5.5,Yes,3.5,Used,11163.6
OnePlus,OnePlus-893,8,64,5658,16,5.1,Yes,3.7,New,17379.96
Oppo,Oppo-400,16,512,3096,108,5.7,Yes,1.8,Used,22333.09
Google,Google-443,8,512,4339,32,5.7,Yes,4.5,New,37201.94
Xiaomi,Xiaomi-851,12,256,6363,48,5.7,Yes,4.6,Used,7964.9
Samsung,Samsung-322,12,128,4608,64,6.9,No,1.8,New,39573.24
Apple,Apple-800,8,128,5185,50,6.5,Yes,1.4,New,98658.3
Xiaomi,Xiaomi-414,3,512,5999,12,6.3,No,1.7,Used,13432.65
Samsung,Samsung-399,6,256,4822,16,6.1,Yes,2.1,Used,22571.11
Samsung,Samsung-877,4,128,6125,32,6.1,No,2.6,New,23017.59
Nothing,Nothing-223,3,256,4233,200,5.6,No,1.1,Used,18277.88
OnePlus,OnePlus-542,4,64,4953,200,6.9,Yes,0.8,New,33251.66
Motorola,Motorola-830,16,64,6002,16,6.2,Yes,3.7,New,15934.81
Nothing,Nothing-205,4,256,3025,12,6.6,Yes,4.6,Used,8430.02
Realme,Realme-268,2,64,4545,8,6.5,Yes,4.2,Used,4000.0
Vivo,Vivo-304,12,512,4140,16,5.7,Yes,2.4,Used,15263.36
OnePlus,OnePlus-367,2,64,5547,32,5.1,Yes,2.2,New,18582.83
Google,Google-500,2,64,4410,108,6.6,Yes,4.8,New,30472.06
Realme,Realme-494,4,128,3833,16,6.9,No,4.6,New,5891.25
Oppo,Oppo-221,3,128,3302,32,6.8,Yes,3.1,Used,8446.96
Samsung,Samsung-570,6,256,5718,8,5.5,No,4.2,New,17253.68
Apple,Apple-158,8,128,6217,50,5.3,Yes,2.0,Used,67942.79
Google,Google-979,3,32,6496,16,6.8,No,4.5,New,27704.47
Nothing,Nothing-568,4,32,4067,32,7.1,Yes,2.8,Used,13734.69
Motorola,Motorola-256,3,128,4656,8,6.6,No,4.4,Used,5344.93
Samsung,Samsung-879,3,512,4422,16,5.9,No,3.2,New,25035.3
Samsung,Samsung-778,2,64,5563,32,5.2,Yes,3.6,New,18320.37
Vivo,Vivo-725,6,128,4106,64,5.7,Yes,1.9,New,15139.21
Nothing,Nothing-605,12,256,3076,50,5.4,No,2.7,New,21279.15
Realme,Realme-264,8,256,3869,48,7.0,Yes,2.9,New,14933.21
OnePlus,OnePlus-519,16,64,4588,108,6.0,Yes,3.5,Used,17076.24
Xiaomi,Xiaomi-880,6,64,6350,12,6.4,Yes,3.3,New,10123.57
Apple,Apple-470,2,64,3591,12,6.2,Yes,0.7,New,95094.77
Samsung,Samsung-428,2,256,5236,12,6.2,No,3.1,Used,15668.31
Motorola,Motorola-720,2,512,6311,32,6.9,Yes,2.0,Used,15243.04
Google,Google-327,3,128,4596,64,5.9,No,2.6,New,42941.03
Samsung,Samsung-574,8,256,4497,48,6.4,Yes,0.8,Used,34526.37
Samsung,Samsung-295,6,512,4709,12,6.2,Yes,2.7,Used,23183.98
Motorola,Motorola-378,2,512,5345,200,5.9,No,3.2,New,12919.5
Realme,Realme-118,8,32,4251,32,6.2,Yes,4.2,New,7431.2
Motorola,Motorola-885,3,256,5891,32,7.1,Yes,0.0,Used,21801.07
Realme,Realme-326,12,512,6139,200,5.4,Yes,4.7,New,10315.04
Samsung,Samsung-921,4,32,5610,32,6.0,No,0.9,Used,22283.17
Nothing,Nothing-201,8,512,5097,50,5.7,Yes,1.2,New,38871.16
Vivo,Vivo-816,6,128,4602,16,7.2,Yes,0.5,New,27123.65
Vivo,Vivo-101,16,256,5263,200,5.5,No,1.4,Used,19987.33
Samsung,Samsung-339,6,256,4737,200,6.2,Yes,4.4,Used,15309.04
Realme,Realme-232,16,512,5631,64,5.2,Yes,0.2,New,41659.58
Nothing,Nothing-144,3,64,5697,108,6.6,Yes,2.5,New,19220.39
Nothing,Nothing-455,8,64,3358,16,5.8,No,4.6,New,11463.96
Oppo,Oppo-665,8,256,3553,200,5.6,No,4.6,Used,5979.54
Apple,Apple-507,8,32,4419,8,5.9,No,4.1,New,63808.83
Samsung,Samsung-986,2,256,4312,108,6.0,No,1.2,Used,21942.9
Nothing,Nothing-270,2,256,6276,32,5.6,No,0.6,New,28124.51
Google,Google-601,8,32,5151,32,6.2,Yes,1.9,Used,39740.31
OnePlus,OnePlus-674,12,512,5153,108,6.7,Yes,0.3,New,52753.63
Vivo,Vivo-189,12,512,4977,50,6.3,Yes,1.3,Used,22852.27
Samsung,Samsung-673,16,256,4128,16,6.9,No,4.6,Used,19089.28
Samsung,Samsung-537,16,32,4964,32,5.7,No,1.6,Used,28384.88
Oppo,Oppo-883,6,128,4444,32,6.1,Yes,3.4,New,10374.45
Google,Google-253,16,256,3179,48,6.8,No,2.8,New,51851.02
Nothing,Nothing-638,8,64,4914,32,6.6,Yes,3.0,Used,13929.11
OnePlus,OnePlus-754,8,128,3480,32,5.0,No,1.1,New,30363.71
Nothing,Nothing-755,8,256,3764,108,6.8,Yes,4.1,Used,12201.87
Vivo,Vivo-355,16,512,4064,200,6.3,Yes,3.2,New,22232.33
Vivo,Vivo-741,2,512,4040,108,6.8,Yes,0.9,New,28253.27
Motorola,Motorola-986,4,256,4986,32,5.5,Yes,1.8,New,16921.09
Nothing,Nothing-586,12,256,6135,108,5.1,Yes,3.7,New,18828.09
Google,Google-255,3,128,3722,108,7.1,Yes,4.8,New,32370.17
Google,Google-940,4,32,4865,8,7.1,No,3.3,Used,25421.83
Google,Google-199,12,512,4008,32,6.8,Yes,3.7,New,50118.53
Google,Google-119,2,256,6220,200,6.3,No,4.6,Used,21789.92
Xiaomi,Xiaomi-821,4,64,5057,200,6.2,Yes,2.1,New,13369.2
Samsung,Samsung-654,6,64,4200,8,6.6,No,0.3,New,36164.35
Apple,Apple-395,8,256,3013,108,5.9,Yes,3.2,Used,55768.53
OnePlus,OnePlus-389,3,32,3584,32,6.1,Yes,3.4,New,15866.67
Xiaomi,Xiaomi-987,16,256,4651,12,5.1,No,2.8,Used,12877.29
Oppo,Oppo-933,8,128,3787,32,5.8,No,3.4,New,10714.4
Motorola,Motorola-611,2,128,4358,48,7.1,No,0.0,New,24146.02
Oppo,Oppo-129,2,32,4928,12,5.6,Yes,4.4,New,5900.14
Oppo,Oppo-395,3,64,5977,200,5.4,Yes,1.8,New,14649.13
Oppo,Oppo-123,3,64,3078,12,6.4,Yes,0.8,New,17681.5
Xiaomi,Xiaomi-873,8,32,4868,16,5.2,Yes,0.8,Used,13714.5
Realme,Realme-308,3,64,5698,108,5.7,Yes,1.4,New,14218.9
Xiaomi,Xiaomi-708,4,256,4566,200,6.4,No,3.7,Used,7467.21
Apple,Apple-700,4,512,4221,48,5.9,Yes,3.2,New,78002.95
OnePlus,OnePlus-514,2,32,3117,108,5.7,Yes,4.4,New,11512.96
OnePlus,OnePlus-387,12,128,3988,50,5.4,Yes,2.8,New,24540.68
Vivo,Vivo-432,16,32,3953,48,6.0,Yes,4.1,Used,9620.11
OnePlus,OnePlus-229,2,64,5213,12,6.4,No,1.4,Used,15690.23
Samsung,Samsung-145,8,512,5847,64,6.7,Yes,4.4,Used,18864.59
Apple,Apple-607,12,64,6240,200,5.7,No,0.3,Used,80955.39
Realme,Realme-277,16,64,5701,16,5.7,Yes,2.0,New,20960.46
Samsung,Samsung-340,3,64,3811,200,5.6,Yes,1.3,New,30459.93
Google,Google-571,16,64,5041,50,5.8,Yes,2.2,Used,40647.74
Nothing,Nothing-234,16,256,5691,200,6.6,No,4.2,Used,13215.36
Google,Google-245,16,128,6331,12,6.0,No,3.2,New,49078.92
Oppo,Oppo-862,6,256,3164,64,6.7,No,4.9,Used,5998.49
Samsung,Samsung-960,2,64,4783,200,6.1,Yes,0.2,New,41023.67
Realme,Realme-364,6,64,3143,12,6.4,Yes,3.0,New,10188.94
Vivo,Vivo-162,8,32,3167,16,5.8,No,0.3,New,20803.71
Apple,Apple-759,12,64,4008,8,6.1,Yes,2.6,New,81622.07
Vivo,Vivo-342,16,64,5272,64,6.1,Yes,2.8,New,17851.92
Samsung,Samsung-868,4,64,4457,32,6.3,Yes,4.5,New,15708.03
Xiaomi,Xiaomi-838,2,512,4661,64,6.2,No,4.7,Used,5770.47
Apple,Apple-264,8,128,5420,16,6.8,Yes,0.4,New,121174.37
Apple,Apple-365,8,32,5485,48,5.0,No,4.1,Used,45162.99
Xiaomi,Xiaomi-225,3,64,4780,32,6.1,No,2.8,Used,5677.84
Google,Google-974,8,64,3501,200,5.3,No,3.2,New,43151.36
OnePlus,OnePlus-386,2,32,6191,16,5.8,Yes,3.4,Used,11378.72
Google,Google-147,4,512,4086,108,5.2,Yes,4.4,New,37438.41
Xiaomi,Xiaomi-363,3,256,3591,200,5.9,Yes,3.7,Used,7606.49
OnePlus,OnePlus-412,3,64,5647,64,6.0,No,4.3,New,12834.32
Apple,Apple-994,12,64,4135,12,5.0,Yes,0.3,Used,87871.68
Nothing,Nothing-939,3,512,3971,8,5.6,Yes,1.5,New,27137.38
Realme,Realme-186,12,256,6099,8,5.4,Yes,2.4,New,17908.65
OnePlus,OnePlus-290,4,256,4338,64,6.9,Yes,2.7,Used,17415.09
Apple,Apple-399,2,128,4668,50,5.2,Yes,1.5,New,96514.07
Oppo,Oppo-922,12,32,5798,64,5.5,Yes,1.6,Used,15948.15
Vivo,Vivo-431,12,256,5035,16,6.8,No,3.6,Used,10079.68
Motorola,Motorola-328,16,256,3979,64,5.8,No,1.0,New,30467.8
Nothing,Nothing-571,16,64,3035,50,5.7,No,3.6,New,18791.19
Apple,Apple-754,12,512,5814,48,6.3,Yes,0.8,New,129063.2
Oppo,Oppo-822,4,256,3933,16,5.9,Yes,3.9,Used,6474.98
Google,Google-611,6,128,4967,16,7.2,Yes,4.6,New,34134.72
OnePlus,OnePlus-159,4,128,6302,32,5.8,Yes,0.2,New,38545.05
OnePlus,OnePlus-129,16,32,4690,32,7.1,No,3.4,New,23223.93
Nothing,Nothing-426,2,256,3796,200,5.5,Yes,0.7,New,31837.96
Realme,Realme-970,4,128,4147,32,5.3,Yes,0.2,New,20436.9
Samsung,Samsung-622,2,512,5839,32,5.7,Yes,4.4,New,19420.2
Vivo,Vivo-229,2,128,3535,200,6.9,No,1.6,New,15264.48
Samsung,Samsung-184,8,64,3436,8,7.1,No,5.0,New,15074.13
Nothing,Nothing-822,6,128,4544,50,5.7,No,3.8,Used,10386.32
OnePlus,OnePlus-557,4,32,6400,8,5.1,Yes,1.8,Used,15156.23
Realme,Realme-498,12,32,6152,32,6.1,Yes,2.5,New,15727.32
OnePlus,OnePlus-329,3,512,3449,50,5.7,Yes,3.2,New,22867.78
Nothing,Nothing-554,16,128,4832,16,7.1,Yes,3.6,New,23047.98
Motorola,Motorola-812,2,32,5993,8,5.1,Yes,0.1,Used,10829.21
OnePlus,OnePlus-478,16,128,5995,32,6.1,Yes,2.7,Used,22405.82
Vivo,Vivo-464,3,32,4888,64,5.6,No,0.1,New,17874.17
Samsung,Samsung-585,16,32,3531,64,6.2,Yes,3.1,Used,23957.52
Samsung,Samsung-574,12,128,6345,12,6.9,Yes,1.6,New,40686.9
Samsung,Samsung-924,6,128,4981,48,5.5,Yes,3.2,Used,16287.42
Google,Google-315,6,64,4079,64,5.0,Yes,3.3,Used,25811.62
Motorola,Motorola-722,4,256,4209,16,5.5,Yes,4.4,New,8596.26
OnePlus,OnePlus-608,4,128,4425,50,6.6,Yes,1.0,New,34006.6
OnePlus,OnePlus-365,3,256,5892,32,5.9,No,1.0,Used,19967.89
Google,Google-290,12,256,6097,48,6.4,Yes,4.7,New,34672.44
Oppo,Oppo-712,4,256,5367,8,6.0,Yes,0.8,Used,15512.81
Realme,Realme-549,2,512,3017,48,6.9,Yes,0.8,New,26522.32
Motorola,Motorola-981,12,32,4613,108,7.1,No,2.8,New,16139.24
Oppo,Oppo-920,6,32,4630,64,5.7,No,0.5,New,18891.67
Realme,Realme-603,4,256,6413,16,7.0,Yes,0.9,New,23925.86
Samsung,Samsung-307,16,32,3061,50,6.2,Yes,3.2,Used,22278.86
Realme,Realme-648,16,128,5091,64,5.4,Yes,4.0,New,12474.04
Samsung,Samsung-198,16,256,6294,12,5.0,Yes,4.9,New,23904.51
Oppo,Oppo-883,3,512,6270,50,5.2,Yes,1.6,New,19953.48
Google,Google-655,3,512,6366,108,6.7,Yes,0.1,Used,56010.79
Nothing,Nothing-908,8,32,3518,48,5.0,No,3.5,New,13352.77
Nothing,Nothing-441,3,64,5400,108,5.7,Yes,4.1,New,12275.99
OnePlus,OnePlus-837,3,512,5890,16,6.1,No,4.2,Used,11351.61
Google,Google-537,16,256,3982,64,6.1,Yes,4.7,New,39324.46
Google,Google-493,16,512,6044,32,6.0,Yes,1.7,New,72516.81
Oppo,Oppo-851,3,64,3036,50,6.6,Yes,0.8,New,18164.19
OnePlus,OnePlus-402,2,256,5892,64,6.5,Yes,4.3,New,15470.28
Realme,Realme-983,2,128,5674,48,6.3,No,4.3,Used,4000.0
Motorola,Motorola-880,12,128,3564,48,5.3,No,2.1,New,18721.97
Motorola,Motorola-524,4,64,5299,16,5.7,Yes,4.5,New,6741.87
Oppo,Oppo-167,8,128,3110,16,6.1,No,1.3,New,18448.29
Oppo,Oppo-836,4,512,5721,8,5.6,Yes,1.5,New,20931.67
Nothing,Nothing-956,4,64,3594,8,5.6,No,0.1,Used,19446.6
Motorola,Motorola-886,16,512,5483,32,7.1,Yes,0.3,New,52307.78
Vivo,Vivo-455,6,128,6100,12,5.3,No,1.5,New,14656.59
Samsung,Samsung-836,16,64,4573,108,5.8,No,5.0,New,19187.65
Apple,Apple-440,3,32,5783,16,5.8,Yes,4.3,Used,42652.56
Vivo,Vivo-411,4,64,5695,12,6.2,Yes,3.4,New,9667.08
OnePlus,OnePlus-161,3,128,6400,108,6.2,Yes,4.2,New,15742.77
Realme,Realme-514,16,128,5935,50,6.9,No,3.3,Used,11314.36
Realme,Realme-395,4,64,5707,64,5.4,No,2.1,Used,6709.46
Samsung,Samsung-461,12,64,6056,64,5.5,No,0.1,Used,31493.68
Vivo,Vivo-267,6,128,4871,50,7.1,Yes,0.5,New,29175.3
Google,Google-475,16,32,4330,64,5.9,No,1.9,Used,41811.46
Motorola,Motorola-833,2,128,4943,108,5.6,Yes,2.9,Used,7478.75
Motorola,Motorola-572,3,512,5894,8,6.4,No,3.6,New,11840.39
Vivo,Vivo-853,12,64,4856,32,6.4,Yes,3.1,New,15767.45
Google,Google-668,16,128,5141,16,6.5,No,0.7,Used,52379.46
Samsung,Samsung-268,2,32,4260,50,5.2,Yes,3.0,New,17774.85
Nothing,Nothing-396,8,32,5496,32,6.6,Yes,3.0,Used,14482.47
Nothing,Nothing-545,3,64,4043,108,6.0,No,2.5,Used,12661.39
Xiaomi,Xiaomi-150,3,32,5282,48,5.9,Yes,4.1,New,7045.3
Google,Google-177,8,128,6352,64,6.1,No,4.1,Used,24067.94
Vivo,Vivo-997,2,128,6165,32,6.0,Yes,4.0,Used,5538.17
Vivo,Vivo-309,6,512,6072,50,6.5,Yes,2.3,Used,15374.35
Google,Google-684,16,512,5687,12,5.1,No,1.9,New,64201.09
